Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,Total MPG,Price per HP,MSRP(K)
dodge,dart,2016,regular unleaded,160.0,4.0,manual,front wheel drive,4.0,midsize,sedan,36,25,1851,17995,30.5,112.46875,17.995
dodge,dart,2016,regular unleaded,184.0,4.0,automatic,front wheel drive,4.0,midsize,sedan,35,23,1851,24395,29.0,132.58152173913044,24.395
dodge,dart,2016,regular unleaded,160.0,4.0,manual,front wheel drive,4.0,midsize,sedan,36,25,1851,19595,30.5,122.46875,19.595
dodge,dart,2016,regular unleaded,160.0,4.0,manual,front wheel drive,4.0,midsize,sedan,36,25,1851,16995,30.5,106.21875,16.995
dodge,dart,2016,regular unleaded,160.0,4.0,manual,front wheel drive,4.0,midsize,sedan,39,27,1851,21095,33.0,131.84375,21.095
dodge,dart,2016,regular unleaded,184.0,4.0,manual,front wheel drive,4.0,midsize,sedan,35,22,1851,22095,28.5,120.08152173913044,22.095
dodge,dart,2016,regular unleaded,184.0,4.0,manual,front wheel drive,4.0,midsize,sedan,35,22,1851,20995,28.5,114.10326086956522,20.995
dodge,dart,2016,regular unleaded,184.0,4.0,manual,front wheel drive,4.0,midsize,sedan,35,22,1851,21595,28.5,117.36413043478261,21.595
rolls-royce,dawn,2016,premium unleaded (required),563.0,12.0,automatic,rear wheel drive,2.0,large,convertible,19,12,86,335000,15.5,595.0266429840142,335.0
aston martin,db7,2003,premium unleaded (required),420.0,12.0,automatic,rear wheel drive,2.0,compact,coupe,18,11,259,156300,14.5,372.14285714285717,156.3
aston martin,db7,2003,premium unleaded (required),420.0,12.0,manual,rear wheel drive,2.0,compact,convertible,17,10,259,151800,13.5,361.42857142857144,151.8
aston martin,db7,2003,premium unleaded (required),435.0,12.0,manual,rear wheel drive,2.0,compact,coupe,15,9,259,156300,12.0,359.3103448275862,156.3
aston martin,db7,2003,premium unleaded (required),420.0,12.0,manual,rear wheel drive,2.0,compact,coupe,17,10,259,141800,13.5,337.6190476190476,141.8
aston martin,db9 gt,2016,premium unleaded (required),540.0,12.0,automatic,rear wheel drive,2.0,midsize,coupe,19,13,259,235307,16.0,435.7537037037037,235.307
aston martin,db9 gt,2016,premium unleaded (required),540.0,12.0,automatic,rear wheel drive,2.0,midsize,convertible,19,13,259,213250,16.0,394.9074074074074,213.25
aston martin,db9 gt,2016,premium unleaded (required),540.0,12.0,automatic,rear wheel drive,2.0,midsize,coupe,19,13,259,198250,16.0,367.1296296296296,198.25
aston martin,db9,2013,premium unleaded (required),510.0,12.0,automatic,rear wheel drive,2.0,midsize,convertible,19,13,259,198700,16.0,389.6078431372549,198.7
aston martin,db9,2013,premium unleaded (required),510.0,12.0,automatic,rear wheel drive,2.0,midsize,coupe,19,13,259,183700,16.0,360.19607843137254,183.7
aston martin,db9,2014,premium unleaded (required),510.0,12.0,automatic,rear wheel drive,2.0,midsize,convertible,19,13,259,200800,16.0,393.72549019607845,200.8
aston martin,db9,2014,premium unleaded (required),510.0,12.0,automatic,rear wheel drive,2.0,midsize,coupe,19,13,259,185800,16.0,364.3137254901961,185.8
aston martin,db9,2015,premium unleaded (required),510.0,12.0,automatic,rear wheel drive,2.0,midsize,coupe,19,13,259,198295,16.0,388.8137254901961,198.295
aston martin,db9,2015,premium unleaded (required),510.0,12.0,automatic,rear wheel drive,2.0,midsize,coupe,19,13,259,188295,16.0,369.20588235294116,188.295
aston martin,db9,2015,premium unleaded (required),510.0,12.0,automatic,rear wheel drive,2.0,midsize,convertible,19,13,259,203295,16.0,398.61764705882354,203.295
aston martin,db9,2015,premium unleaded (required),510.0,12.0,automatic,rear wheel drive,2.0,midsize,convertible,19,13,259,213295,16.0,418.22549019607845,213.295
aston martin,dbs,2010,premium unleaded (required),510.0,12.0,automatic,rear wheel drive,2.0,midsize,convertible,18,12,259,283900,15.0,556.6666666666666,283.9
aston martin,dbs,2010,premium unleaded (required),510.0,12.0,manual,rear wheel drive,2.0,midsize,convertible,17,11,259,279500,14.0,548.0392156862745,279.5
aston martin,dbs,2010,premium unleaded (required),510.0,12.0,automatic,rear wheel drive,2.0,midsize,coupe,18,12,259,270400,15.0,530.1960784313726,270.4
aston martin,dbs,2010,premium unleaded (required),510.0,12.0,manual,rear wheel drive,2.0,midsize,coupe,17,11,259,266000,14.0,521.5686274509804,266.0
aston martin,dbs,2011,premium unleaded (required),510.0,12.0,manual,rear wheel drive,2.0,midsize,convertible,17,11,259,282295,14.0,553.5196078431372,282.295
aston martin,dbs,2011,premium unleaded (required),510.0,12.0,manual,rear wheel drive,2.0,midsize,coupe,17,11,259,268660,14.0,526.7843137254902,268.66
aston martin,dbs,2011,premium unleaded (required),510.0,12.0,automatic,rear wheel drive,2.0,midsize,coupe,18,12,259,273104,15.0,535.4980392156863,273.104
aston martin,dbs,2011,premium unleaded (required),510.0,12.0,automatic,rear wheel drive,2.0,midsize,convertible,18,12,259,286739,15.0,562.2333333333333,286.739
aston martin,dbs,2012,premium unleaded (required),510.0,12.0,manual,rear wheel drive,2.0,midsize,convertible,17,11,259,295987,14.0,580.3666666666667,295.987
aston martin,dbs,2012,premium unleaded (required),510.0,12.0,automatic,rear wheel drive,2.0,midsize,coupe,18,12,259,275861,15.0,540.9039215686274,275.861
aston martin,dbs,2012,premium unleaded (required),510.0,12.0,manual,rear wheel drive,2.0,midsize,coupe,17,11,259,284576,14.0,557.9921568627451,284.576
aston martin,dbs,2012,premium unleaded (required),510.0,12.0,automatic,rear wheel drive,2.0,midsize,convertible,18,12,259,296387,15.0,581.1509803921568,296.387
aston martin,dbs,2012,premium unleaded (required),510.0,12.0,manual,rear wheel drive,2.0,midsize,convertible,17,11,259,290461,14.0,569.5313725490196,290.461
aston martin,dbs,2012,premium unleaded (required),510.0,12.0,automatic,rear wheel drive,2.0,midsize,coupe,18,12,259,284976,15.0,558.7764705882353,284.976
aston martin,dbs,2012,premium unleaded (required),510.0,12.0,automatic,rear wheel drive,2.0,midsize,convertible,18,12,259,290861,15.0,570.3156862745099,290.861
aston martin,dbs,2012,premium unleaded (required),510.0,12.0,manual,rear wheel drive,2.0,midsize,coupe,17,11,259,275461,14.0,540.1196078431373,275.461
land rover,defender,1995,regular unleaded,182.0,8.0,manual,four wheel drive,2.0,compact,2dr suv,15,12,258,30709,13.5,168.73076923076923,30.709
land rover,defender,1997,regular unleaded,182.0,8.0,automatic,four wheel drive,2.0,compact,convertible suv,14,12,258,36931,13.0,202.91758241758242,36.931
land rover,defender,1997,regular unleaded,182.0,8.0,automatic,four wheel drive,2.0,compact,2dr suv,14,12,258,39669,13.0,217.96153846153845,39.669
cadillac,deville,2003,regular unleaded,275.0,8.0,automatic,front wheel drive,4.0,large,sedan,25,16,1624,49150,20.5,178.72727272727272,49.15
cadillac,deville,2003,regular unleaded,300.0,8.0,automatic,front wheel drive,4.0,large,sedan,25,16,1624,49150,20.5,163.83333333333334,49.15
cadillac,deville,2003,regular unleaded,275.0,8.0,automatic,front wheel drive,4.0,large,sedan,25,16,1624,44400,20.5,161.45454545454547,44.4
cadillac,deville,2004,regular unleaded,300.0,8.0,automatic,front wheel drive,4.0,large,sedan,24,16,1624,50750,20.0,169.16666666666666,50.75
cadillac,deville,2004,regular unleaded,275.0,8.0,automatic,front wheel drive,4.0,large,sedan,24,16,1624,50750,20.0,184.54545454545453,50.75
cadillac,deville,2004,regular unleaded,275.0,8.0,automatic,front wheel drive,4.0,large,sedan,24,16,1624,45600,20.0,165.8181818181818,45.6
cadillac,deville,2005,regular unleaded,275.0,8.0,automatic,front wheel drive,4.0,large,sedan,22,15,1624,51600,18.5,187.63636363636363,51.6
cadillac,deville,2005,regular unleaded,275.0,8.0,automatic,front wheel drive,4.0,large,sedan,22,15,1624,46430,18.5,168.83636363636364,46.43
cadillac,deville,2005,regular unleaded,275.0,8.0,automatic,front wheel drive,4.0,large,sedan,22,15,1624,46045,18.5,167.43636363636364,46.045
cadillac,deville,2005,regular unleaded,290.0,8.0,automatic,front wheel drive,4.0,large,sedan,24,16,1624,51600,20.0,177.93103448275863,51.6
lamborghini,diablo,2001,premium unleaded (required),550.0,12.0,manual,all wheel drive,2.0,compact,coupe,12,9,1158,294900,10.5,536.1818181818181,294.9
mitsubishi,diamante,2002,premium unleaded (required),205.0,6.0,automatic,front wheel drive,4.0,midsize,sedan,23,16,436,28447,19.5,138.7658536585366,28.447
mitsubishi,diamante,2002,premium unleaded (required),210.0,6.0,automatic,front wheel drive,4.0,midsize,sedan,23,16,436,26997,19.5,128.55714285714285,26.997
mitsubishi,diamante,2002,premium unleaded (required),205.0,6.0,automatic,front wheel drive,4.0,midsize,sedan,23,16,436,25687,19.5,125.30243902439024,25.687
mitsubishi,diamante,2003,premium unleaded (required),205.0,6.0,automatic,front wheel drive,4.0,midsize,sedan,23,16,436,25997,19.5,126.81463414634146,25.997
mitsubishi,diamante,2003,premium unleaded (required),205.0,6.0,automatic,front wheel drive,4.0,midsize,sedan,23,16,436,28447,19.5,138.7658536585366,28.447
mitsubishi,diamante,2003,premium unleaded (required),210.0,6.0,automatic,front wheel drive,4.0,midsize,sedan,23,16,436,27097,19.5,129.03333333333333,27.097
mitsubishi,diamante,2004,premium unleaded (required),205.0,6.0,automatic,front wheel drive,4.0,midsize,sedan,23,15,436,24999,19.0,121.94634146341464,24.999
mitsubishi,diamante,2004,premium unleaded (required),210.0,6.0,automatic,front wheel drive,4.0,midsize,sedan,23,15,436,26819,19.0,127.70952380952382,26.819
mitsubishi,diamante,2004,premium unleaded (required),205.0,6.0,automatic,front wheel drive,4.0,midsize,sedan,23,15,436,27619,19.0,134.72682926829268,27.619
land rover,discovery series ii,2000,regular unleaded,188.0,8.0,automatic,all wheel drive,4.0,midsize,4dr suv,16,12,258,2561,14.0,13.622340425531915,2.561
land rover,discovery series ii,2001,premium unleaded (required),188.0,8.0,automatic,four wheel drive,4.0,midsize,4dr suv,16,12,258,36350,14.0,193.35106382978722,36.35
land rover,discovery series ii,2001,premium unleaded (required),188.0,8.0,automatic,four wheel drive,4.0,midsize,4dr suv,16,12,258,33350,14.0,177.39361702127658,33.35
land rover,discovery series ii,2001,premium unleaded (required),188.0,8.0,automatic,four wheel drive,4.0,midsize,4dr suv,16,12,258,34350,14.0,182.7127659574468,34.35
land rover,discovery series ii,2002,premium unleaded (required),188.0,8.0,automatic,four wheel drive,4.0,midsize,4dr suv,16,12,258,33350,14.0,177.39361702127658,33.35
land rover,discovery series ii,2002,premium unleaded (required),188.0,8.0,automatic,four wheel drive,4.0,midsize,4dr suv,16,12,258,37150,14.0,197.60638297872342,37.15
land rover,discovery sport,2015,premium unleaded (recommended),240.0,4.0,automatic,all wheel drive,4.0,midsize,4dr suv,26,20,258,37070,23.0,154.45833333333334,37.07
land rover,discovery sport,2015,premium unleaded (recommended),240.0,4.0,automatic,all wheel drive,4.0,midsize,4dr suv,26,20,258,45570,23.0,189.875,45.57
land rover,discovery sport,2015,premium unleaded (recommended),240.0,4.0,automatic,all wheel drive,4.0,midsize,4dr suv,26,20,258,41570,23.0,173.20833333333334,41.57
land rover,discovery sport,2016,premium unleaded (recommended),240.0,4.0,automatic,all wheel drive,4.0,midsize,4dr suv,26,20,258,41955,23.0,174.8125,41.955
land rover,discovery sport,2016,premium unleaded (recommended),240.0,4.0,automatic,all wheel drive,4.0,midsize,4dr suv,26,20,258,45955,23.0,191.47916666666666,45.955
land rover,discovery sport,2016,premium unleaded (recommended),240.0,4.0,automatic,all wheel drive,4.0,midsize,4dr suv,26,20,258,37455,23.0,156.0625,37.455
land rover,discovery sport,2017,premium unleaded (recommended),240.0,4.0,automatic,all wheel drive,4.0,midsize,4dr suv,25,20,258,46595,22.5,194.14583333333334,46.595
land rover,discovery sport,2017,premium unleaded (recommended),240.0,4.0,automatic,all wheel drive,4.0,midsize,4dr suv,25,20,258,42195,22.5,175.8125,42.195
land rover,discovery sport,2017,premium unleaded (recommended),240.0,4.0,automatic,all wheel drive,4.0,midsize,4dr suv,25,20,258,37695,22.5,157.0625,37.695
land rover,discovery,2003,premium unleaded (required),217.0,8.0,automatic,four wheel drive,4.0,midsize,4dr suv,14,11,258,34350,12.5,158.29493087557603,34.35
land rover,discovery,2003,premium unleaded (required),217.0,8.0,automatic,four wheel drive,4.0,midsize,4dr suv,14,11,258,40350,12.5,185.9447004608295,40.35
land rover,discovery,2003,premium unleaded (required),217.0,8.0,automatic,four wheel drive,4.0,midsize,4dr suv,14,11,258,38350,12.5,176.72811059907835,38.35
land rover,discovery,2004,premium unleaded (required),217.0,8.0,automatic,four wheel drive,4.0,midsize,4dr suv,14,11,258,38685,12.5,178.27188940092165,38.685
land rover,discovery,2004,premium unleaded (required),217.0,8.0,automatic,four wheel drive,4.0,midsize,4dr suv,14,11,258,40685,12.5,187.4884792626728,40.685
land rover,discovery,2004,premium unleaded (required),217.0,8.0,automatic,four wheel drive,4.0,midsize,4dr suv,14,11,258,34330,12.5,158.20276497695852,34.33
cadillac,dts,2009,regular unleaded,275.0,8.0,automatic,front wheel drive,4.0,large,sedan,23,15,1624,51460,19.0,187.12727272727273,51.46
cadillac,dts,2009,regular unleaded,275.0,8.0,automatic,front wheel drive,4.0,large,sedan,23,15,1624,46280,19.0,168.29090909090908,46.28
cadillac,dts,2009,regular unleaded,275.0,8.0,automatic,front wheel drive,4.0,large,sedan,23,15,1624,49730,19.0,180.83636363636364,49.73
cadillac,dts,2009,regular unleaded,292.0,8.0,automatic,front wheel drive,4.0,large,sedan,22,15,1624,54230,18.5,185.71917808219177,54.23
cadillac,dts,2009,regular unleaded,275.0,8.0,automatic,front wheel drive,4.0,large,sedan,23,15,1624,49230,19.0,179.01818181818183,49.23
cadillac,dts,2009,regular unleaded,275.0,8.0,automatic,front wheel drive,4.0,large,sedan,23,15,1624,47625,19.0,173.1818181818182,47.625
cadillac,dts,2010,premium unleaded (recommended),275.0,8.0,automatic,front wheel drive,4.0,large,sedan,23,15,1624,46280,19.0,168.29090909090908,46.28
cadillac,dts,2010,premium unleaded (recommended),275.0,8.0,automatic,front wheel drive,4.0,large,sedan,23,15,1624,51525,19.0,187.36363636363637,51.525
cadillac,dts,2010,premium unleaded (recommended),275.0,8.0,automatic,front wheel drive,4.0,large,sedan,23,15,1624,54425,19.0,197.9090909090909,54.425
cadillac,dts,2010,premium unleaded (recommended),292.0,8.0,automatic,front wheel drive,4.0,large,sedan,22,15,1624,59475,18.5,203.68150684931507,59.475
cadillac,dts,2011,premium unleaded (recommended),292.0,8.0,automatic,front wheel drive,4.0,large,sedan,23,15,1624,59875,19.0,205.0513698630137,59.875
cadillac,dts,2011,premium unleaded (recommended),275.0,8.0,automatic,front wheel drive,4.0,large,sedan,23,15,1624,51925,19.0,188.8181818181818,51.925
cadillac,dts,2011,premium unleaded (recommended),275.0,8.0,automatic,front wheel drive,4.0,large,sedan,23,15,1624,54825,19.0,199.36363636363637,54.825
cadillac,dts,2011,premium unleaded (recommended),275.0,8.0,automatic,front wheel drive,4.0,large,sedan,23,15,1624,46680,19.0,169.74545454545455,46.68
dodge,durango,2015,regular unleaded,290.0,6.0,automatic,rear wheel drive,4.0,large,4dr suv,25,18,1851,36895,21.5,127.22413793103448,36.895
dodge,durango,2015,premium unleaded (recommended),360.0,8.0,automatic,all wheel drive,4.0,large,4dr suv,22,14,1851,42495,18.0,118.04166666666667,42.495
dodge,durango,2015,regular unleaded,290.0,6.0,automatic,all wheel drive,4.0,large,4dr suv,24,17,1851,39495,20.5,136.18965517241378,39.495
dodge,durango,2015,regular unleaded,290.0,6.0,automatic,rear wheel drive,4.0,large,4dr suv,25,18,1851,40995,21.5,141.36206896551724,40.995
dodge,durango,2015,regular unleaded,290.0,6.0,automatic,all wheel drive,4.0,large,4dr suv,24,17,1851,33095,20.5,114.12068965517241,33.095
dodge,durango,2015,regular unleaded,290.0,6.0,automatic,all wheel drive,4.0,large,4dr suv,24,17,1851,43595,20.5,150.32758620689654,43.595
dodge,durango,2015,premium unleaded (recommended),360.0,8.0,automatic,rear wheel drive,4.0,large,4dr suv,23,14,1851,39995,18.5,111.09722222222223,39.995
dodge,durango,2015,regular unleaded,290.0,6.0,automatic,rear wheel drive,4.0,large,4dr suv,25,18,1851,30495,21.5,105.15517241379311,30.495
dodge,durango,2016,premium unleaded (recommended),360.0,8.0,automatic,rear wheel drive,4.0,large,4dr suv,22,14,1851,41995,18.0,116.65277777777777,41.995
dodge,durango,2016,regular unleaded,293.0,6.0,automatic,all wheel drive,4.0,large,4dr suv,25,18,1851,39595,21.5,135.13651877133105,39.595
dodge,durango,2016,regular unleaded,293.0,6.0,automatic,rear wheel drive,4.0,large,4dr suv,27,19,1851,30495,23.0,104.07849829351535,30.495
dodge,durango,2016,regular unleaded,295.0,6.0,automatic,all wheel drive,4.0,large,4dr suv,25,18,1851,43895,21.5,148.79661016949152,43.895
dodge,durango,2016,regular unleaded,293.0,6.0,automatic,all wheel drive,4.0,large,4dr suv,25,18,1851,33095,21.5,112.95221843003414,33.095
dodge,durango,2016,premium unleaded (recommended),360.0,8.0,automatic,all wheel drive,4.0,large,4dr suv,22,14,1851,44595,18.0,123.875,44.595
dodge,durango,2016,regular unleaded,295.0,6.0,automatic,rear wheel drive,4.0,large,4dr suv,27,19,1851,42390,23.0,143.6949152542373,42.39
dodge,durango,2016,regular unleaded,293.0,6.0,automatic,rear wheel drive,4.0,large,4dr suv,27,19,1851,36995,23.0,126.26279863481228,36.995
dodge,durango,2016,regular unleaded,295.0,6.0,automatic,rear wheel drive,4.0,large,4dr suv,27,19,1851,41295,23.0,139.98305084745763,41.295
dodge,durango,2016,regular unleaded,295.0,6.0,automatic,all wheel drive,4.0,large,4dr suv,25,18,1851,44990,21.5,152.5084745762712,44.99
dodge,durango,2017,regular unleaded,295.0,6.0,automatic,rear wheel drive,4.0,large,4dr suv,26,19,1851,37495,22.5,127.10169491525424,37.495
dodge,durango,2017,regular unleaded,295.0,6.0,automatic,rear wheel drive,4.0,large,4dr suv,26,19,1851,42490,22.5,144.03389830508473,42.49
dodge,durango,2017,regular unleaded,295.0,6.0,automatic,all wheel drive,4.0,large,4dr suv,25,18,1851,40095,21.5,135.91525423728814,40.095
dodge,durango,2017,premium unleaded (recommended),360.0,8.0,automatic,rear wheel drive,4.0,large,4dr suv,22,14,1851,42095,18.0,116.93055555555556,42.095
dodge,durango,2017,regular unleaded,295.0,6.0,automatic,rear wheel drive,4.0,large,4dr suv,26,19,1851,29995,22.5,101.67796610169492,29.995
dodge,durango,2017,premium unleaded (recommended),360.0,8.0,automatic,all wheel drive,4.0,large,4dr suv,22,14,1851,44695,18.0,124.15277777777777,44.695
dodge,durango,2017,regular unleaded,295.0,6.0,automatic,rear wheel drive,4.0,large,4dr suv,26,19,1851,41395,22.5,140.32203389830508,41.395
dodge,durango,2017,regular unleaded,295.0,6.0,automatic,all wheel drive,4.0,large,4dr suv,25,18,1851,43995,21.5,149.135593220339,43.995
dodge,durango,2017,regular unleaded,295.0,6.0,automatic,all wheel drive,4.0,large,4dr suv,25,18,1851,45090,21.5,152.84745762711864,45.09
dodge,durango,2017,regular unleaded,295.0,6.0,automatic,all wheel drive,4.0,large,4dr suv,25,18,1851,32595,21.5,110.49152542372882,32.595
ford,e-150,1996,regular unleaded,199.0,6.0,automatic,rear wheel drive,3.0,midsize,passenger van,15,11,5657,2000,13.0,10.050251256281408,2.0
ford,e-150,1996,regular unleaded,145.0,6.0,automatic,rear wheel drive,3.0,midsize,cargo van,14,12,5657,2000,13.0,13.793103448275861,2.0
ford,e-150,1996,regular unleaded,145.0,6.0,automatic,rear wheel drive,3.0,midsize,passenger van,15,11,5657,2000,13.0,13.793103448275861,2.0
ford,e-150,1997,regular unleaded,200.0,6.0,automatic,rear wheel drive,3.0,midsize,passenger van,17,12,5657,2000,14.5,10.0,2.0
ford,e-150,1997,regular unleaded,200.0,6.0,automatic,rear wheel drive,3.0,midsize,passenger van,17,12,5657,2123,14.5,10.615,2.123
ford,e-150,1997,regular unleaded,200.0,6.0,automatic,rear wheel drive,3.0,midsize,passenger van,17,12,5657,2074,14.5,10.37,2.074
ford,e-150,1997,regular unleaded,200.0,6.0,automatic,rear wheel drive,3.0,midsize,cargo van,18,14,5657,2000,16.0,10.0,2.0
ford,e-150,1998,regular unleaded,200.0,6.0,automatic,rear wheel drive,3.0,midsize,passenger van,17,12,5657,2301,14.5,11.505,2.301
ford,e-150,1998,regular unleaded,200.0,6.0,automatic,rear wheel drive,3.0,midsize,cargo van,18,13,5657,2079,15.5,10.395,2.079
ford,e-150,1998,regular unleaded,200.0,6.0,automatic,rear wheel drive,3.0,midsize,passenger van,17,12,5657,2256,14.5,11.28,2.256
ford,e-150,1998,regular unleaded,200.0,6.0,automatic,rear wheel drive,3.0,midsize,passenger van,17,12,5657,2169,14.5,10.845,2.169
ford,e-250,1996,regular unleaded,199.0,6.0,automatic,rear wheel drive,3.0,large,cargo van,13,11,5657,2000,12.0,10.050251256281408,2.0
ford,e-250,1996,regular unleaded,145.0,6.0,automatic,rear wheel drive,3.0,midsize,cargo van,13,11,5657,2000,12.0,13.793103448275861,2.0
ford,e-250,1997,regular unleaded,200.0,6.0,automatic,rear wheel drive,3.0,large,cargo van,17,12,5657,2000,14.5,10.0,2.0
ford,e-250,1997,regular unleaded,200.0,6.0,automatic,rear wheel drive,3.0,midsize,cargo van,17,12,5657,2000,14.5,10.0,2.0
ford,e-250,1998,regular unleaded,235.0,6.0,automatic,rear wheel drive,3.0,midsize,cargo van,17,13,5657,2080,15.0,8.851063829787234,2.08
ford,e-250,1998,regular unleaded,235.0,6.0,automatic,rear wheel drive,3.0,large,cargo van,17,13,5657,2107,15.0,8.965957446808511,2.107
mercedes-benz,e-class,2015,premium unleaded (required),329.0,6.0,automatic,all wheel drive,2.0,midsize,coupe,28,20,617,55850,24.0,169.75683890577508,55.85
mercedes-benz,e-class,2015,premium unleaded (required),550.0,8.0,automatic,all wheel drive,4.0,midsize,sedan,23,16,617,93600,19.5,170.1818181818182,93.6
mercedes-benz,e-class,2015,premium unleaded (required),329.0,6.0,automatic,rear wheel drive,2.0,midsize,coupe,29,20,617,53350,24.5,162.1580547112462,53.35
mercedes-benz,e-class,2015,premium unleaded (required),302.0,6.0,automatic,rear wheel drive,4.0,midsize,sedan,29,24,617,57100,26.5,189.0728476821192,57.1
mercedes-benz,e-class,2015,premium unleaded (required),302.0,6.0,automatic,all wheel drive,4.0,midsize,sedan,28,20,617,54800,24.0,181.4569536423841,54.8
mercedes-benz,e-class,2015,premium unleaded (required),302.0,6.0,automatic,all wheel drive,4.0,midsize,wagon,27,20,617,59000,23.5,195.36423841059602,59.0
mercedes-benz,e-class,2015,diesel,195.0,4.0,automatic,all wheel drive,4.0,midsize,sedan,38,27,617,54300,32.5,278.46153846153845,54.3
mercedes-benz,e-class,2015,premium unleaded (required),402.0,8.0,automatic,rear wheel drive,2.0,midsize,convertible,26,17,617,67750,21.5,168.53233830845772,67.75
mercedes-benz,e-class,2015,premium unleaded (required),302.0,6.0,automatic,rear wheel drive,4.0,midsize,sedan,29,20,617,52300,24.5,173.17880794701986,52.3
mercedes-benz,e-class,2015,premium unleaded (required),577.0,8.0,automatic,all wheel drive,4.0,midsize,sedan,22,15,617,100600,18.5,174.35008665511265,100.6
mercedes-benz,e-class,2015,premium unleaded (required),577.0,8.0,automatic,all wheel drive,4.0,midsize,wagon,21,15,617,103200,18.0,178.85615251299828,103.2
mercedes-benz,e-class,2015,premium unleaded (required),329.0,6.0,automatic,all wheel drive,4.0,midsize,sedan,28,20,617,64850,24.0,197.11246200607903,64.85
mercedes-benz,e-class,2015,premium unleaded (required),402.0,8.0,automatic,rear wheel drive,2.0,midsize,coupe,26,18,617,59400,22.0,147.76119402985074,59.4
mercedes-benz,e-class,2015,premium unleaded (required),329.0,6.0,automatic,rear wheel drive,2.0,midsize,convertible,29,20,617,61350,24.5,186.4741641337386,61.35
mercedes-benz,e-class,2015,diesel,195.0,4.0,automatic,rear wheel drive,4.0,midsize,sedan,42,28,617,51800,35.0,265.64102564102564,51.8
mercedes-benz,e-class,2015,premium unleaded (required),329.0,6.0,automatic,rear wheel drive,4.0,midsize,sedan,29,20,617,62350,24.5,189.51367781155014,62.35
mercedes-benz,e-class,2016,premium unleaded (required),329.0,6.0,automatic,rear wheel drive,4.0,midsize,sedan,29,20,617,63100,24.5,191.7933130699088,63.1
mercedes-benz,e-class,2016,premium unleaded (required),302.0,6.0,automatic,all wheel drive,4.0,midsize,wagon,27,20,617,59900,23.5,198.34437086092714,59.9
mercedes-benz,e-class,2016,diesel,195.0,4.0,automatic,all wheel drive,4.0,midsize,sedan,38,27,617,55150,32.5,282.8205128205128,55.15
mercedes-benz,e-class,2016,premium unleaded (required),302.0,6.0,automatic,rear wheel drive,4.0,midsize,sedan,29,20,617,53100,24.5,175.82781456953643,53.1
mercedes-benz,e-class,2016,premium unleaded (required),329.0,6.0,automatic,all wheel drive,4.0,midsize,sedan,28,20,617,65600,24.0,199.3920972644377,65.6
mercedes-benz,e-class,2016,premium unleaded (required),577.0,8.0,automatic,all wheel drive,4.0,midsize,sedan,22,15,617,101700,18.5,176.25649913344887,101.7
mercedes-benz,e-class,2016,premium unleaded (required),302.0,6.0,automatic,all wheel drive,4.0,midsize,sedan,28,20,617,55600,24.0,184.10596026490066,55.6
mercedes-benz,e-class,2016,premium unleaded (required),329.0,6.0,automatic,rear wheel drive,2.0,midsize,coupe,29,20,617,54200,24.5,164.74164133738603,54.2
mercedes-benz,e-class,2016,premium unleaded (required),402.0,8.0,automatic,rear wheel drive,2.0,midsize,coupe,26,18,617,60300,22.0,150.0,60.3
mercedes-benz,e-class,2016,premium unleaded (required),329.0,6.0,automatic,rear wheel drive,2.0,midsize,convertible,29,20,617,62250,24.5,189.209726443769,62.25
mercedes-benz,e-class,2016,premium unleaded (required),402.0,8.0,automatic,rear wheel drive,2.0,midsize,convertible,26,17,617,68700,21.5,170.8955223880597,68.7
mercedes-benz,e-class,2016,premium unleaded (required),577.0,8.0,automatic,all wheel drive,4.0,midsize,wagon,21,15,617,104300,18.0,180.7625649913345,104.3
mercedes-benz,e-class,2016,diesel,195.0,4.0,automatic,rear wheel drive,4.0,midsize,sedan,42,28,617,52650,35.0,270.0,52.65
mercedes-benz,e-class,2016,premium unleaded (required),329.0,6.0,automatic,all wheel drive,2.0,midsize,coupe,28,20,617,56700,24.0,172.3404255319149,56.7
mercedes-benz,e-class,2017,premium unleaded (required),329.0,6.0,automatic,rear wheel drive,2.0,midsize,convertible,29,20,617,62600,24.5,190.27355623100303,62.6
mercedes-benz,e-class,2017,premium unleaded (required),241.0,4.0,automatic,all wheel drive,4.0,midsize,sedan,29,22,617,54650,25.5,226.76348547717842,54.65
mercedes-benz,e-class,2017,premium unleaded (required),329.0,6.0,automatic,all wheel drive,2.0,midsize,coupe,28,20,617,57050,24.0,173.40425531914894,57.05
mercedes-benz,e-class,2017,premium unleaded (required),241.0,4.0,automatic,rear wheel drive,4.0,midsize,sedan,30,22,617,52150,26.0,216.39004149377593,52.15
mercedes-benz,e-class,2017,premium unleaded (required),329.0,6.0,automatic,rear wheel drive,2.0,midsize,coupe,29,20,617,54550,24.5,165.80547112462006,54.55
mercedes-benz,e-class,2017,premium unleaded (required),402.0,8.0,automatic,rear wheel drive,2.0,midsize,coupe,26,18,617,60650,22.0,150.87064676616916,60.65
mercedes-benz,e-class,2017,premium unleaded (required),402.0,8.0,automatic,rear wheel drive,2.0,midsize,convertible,25,17,617,69100,21.0,171.89054726368158,69.1
